stage_id,timepoint,cap_factor
1,2030333,0.248340613
1,2030334,0.233954165
1,2030335,0.25230564
1,2030336,0.24541358
1,2030337,0.247382057
1,2030338,0.253085663
1,2030339,0.253794642
1,2030340,0.253350637
1,2030341,0.256747519
1,2030342,0.252407431
1,2030343,0.253474447
1,2030344,0.251309697
1,2030345,0.255358137
1,2030346,0.254790234
1,2030347,0.244795871
1,2030348,0.248588911
1,2030349,0.244928387
1,2030350,0.242340274
1,2030351,0.242670557
1,2030352,0.245392228
1,2030353,0.222461373
1,2030354,0.254958544
1,2030355,0.247412211
1,2030356,0.249230691
1,2030357,0.248559527
1,2030358,0.246448003
1,2030359,0.24617253
1,2030360,0.248191178
1,2030361,0.24958325
1,2030362,0.248550284
1,2030363,0.249538465
1,2030364,0.251117355
1,2030365,0.246542627
1,20300001,0
1,20300002,0
1,20300003,0
1,20300004,0
1,20300005,0
1,20300006,0.001459516
1,20300007,0.056984486
1,20300008,0.231134518
1,20300009,0.451323952
1,20300010,0.629986248
1,20300011,0.740520064
1,20300012,0.790462615
1,20300013,0.786264154
1,20300014,0.740932287
1,20300015,0.640234782
1,20300016,0.476164974
1,20300017,0.26783627
1,20300018,0.080703377
1,20300019,0
1,20300020,0
1,20300021,0
1,20300022,0
1,20300023,0
1,20300024,0
1,20300025,0
1,20300026,0
1,20300027,0
1,20300028,0
1,20300029,0
1,20300030,0.001719095
1,20300031,0.062148031
1,20300032,0.244859083
1,20300033,0.461562012
1,20300034,0.635147187
1,20300035,0.75045014
1,20300036,0.802611913
1,20300037,0.805763742
1,20300038,0.75601096
1,20300039,0.649868214
1,20300040,0.485540702
1,20300041,0.273646264
1,20300042,0.080548794
1,20300043,0
1,20300044,0
1,20300045,0
1,20300046,0
1,20300047,0
1,20300048,0
1,20300049,0
1,20300050,0
1,20300051,0
1,20300052,0
1,20300053,0
1,20300054,0.001869153
1,20300055,0.062614309
1,20300056,0.245629108
1,20300057,0.461369843
1,20300058,0.627597651
1,20300059,0.734641054
1,20300060,0.783568877
1,20300061,0.780244292
1,20300062,0.733850361
1,20300063,0.637012581
1,20300064,0.480570737
1,20300065,0.271568323
1,20300066,0.080253621
1,20300067,0
1,20300068,0
1,20300069,0
1,20300070,0
1,20300071,0
1,20300072,0
1,20300073,0
1,20300074,0
1,20300075,0
1,20300076,0
1,20300077,0
1,20300078,0.002122343
1,20300079,0.063160859
1,20300080,0.245655145
1,20300081,0.460326085
1,20300082,0.625669955
1,20300083,0.723689731
1,20300084,0.757990735
1,20300085,0.757129543
1,20300086,0.72120476
1,20300087,0.635443447
1,20300088,0.476591107
1,20300089,0.269732392
1,20300090,0.079665471
1,20300091,0.000194495
1,20300092,0
1,20300093,0
1,20300094,0
1,20300095,0
1,20300096,0
1,20300097,0
1,20300098,0
1,20300099,0
1,20300100,0
1,20300101,0
1,20300102,0.002531754
1,20300103,0.065428671
1,20300104,0.247283567
1,20300105,0.456310135
1,20300106,0.618043773
1,20300107,0.703014268
1,20300108,0.717293462
1,20300109,0.715682366
1,20300110,0.688094088
1,20300111,0.615205652
1,20300112,0.469479751
1,20300113,0.262617713
1,20300114,0.073169617
1,20300115,0
1,20300116,0
1,20300117,0
1,20300118,0
1,20300119,0
1,20300120,0
1,20300121,0
1,20300122,0
1,20300123,0
1,20300124,0
1,20300125,0
1,20300126,0.002645079
1,20300127,0.057345335
1,20300128,0.235811101
1,20300129,0.464015511
1,20300130,0.627754401
1,20300131,0.72355396
1,20300132,0.758695095
1,20300133,0.756086277
1,20300134,0.710259265
1,20300135,0.610036819
1,20300136,0.424849925
1,20300137,0.201060838
1,20300138,0.069201037
1,20300139,0
1,20300140,0
1,20300141,0
1,20300142,0
1,20300143,0
1,20300144,0
1,20300145,0
1,20300146,0
1,20300147,0
1,20300148,0
1,20300149,0
1,20300150,0.00292905
1,20300151,0.062989745
1,20300152,0.224590625
1,20300153,0.4293609
1,20300154,0.612187728
1,20300155,0.704305313
1,20300156,0.738765158
1,20300157,0.692451997
1,20300158,0.676932522
1,20300159,0.600827407
1,20300160,0.388115513
1,20300161,0.187491392
1,20300162,0.053423509
1,20300163,0
1,20300164,0
1,20300165,0
1,20300166,0
1,20300167,0
1,20300168,0
1,20300169,0
1,20300170,0
1,20300171,0
1,20300172,0
1,20300173,0
1,20300174,0.003191543
1,20300175,0.061807992
1,20300176,0.234319532
1,20300177,0.437621785
1,20300178,0.587928107
1,20300179,0.670309092
1,20300180,0.690370331
1,20300181,0.69210915
1,20300182,0.662350681
1,20300183,0.571223153
1,20300184,0.38413166
1,20300185,0.179679834
1,20300186,0.054129598
1,20300187,0
1,20300188,0
1,20300189,0
1,20300190,0
1,20300191,0
1,20300192,0
1,20300193,0
1,20300194,0
1,20300195,0
1,20300196,0
1,20300197,0
1,20300198,0.003652206
1,20300199,0.067771845
1,20300200,0.242394625
1,20300201,0.445557354
1,20300202,0.613334009
1,20300203,0.706684902
1,20300204,0.746852744
1,20300205,0.750737317
1,20300206,0.700216329
1,20300207,0.606548184
1,20300208,0.450471676
1,20300209,0.248451511
1,20300210,0.070214202
1,20300211,0
1,20300212,0
1,20300213,0
1,20300214,0
1,20300215,0
1,20300216,0
1,20300217,0
1,20300218,0
1,20300219,0
1,20300220,0
1,20300221,0
1,20300222,0.003576726
1,20300223,0.068178335
1,20300224,0.235955169
1,20300225,0.432497659
1,20300226,0.619245378
1,20300227,0.731988307
1,20300228,0.775079376
1,20300229,0.77143359
1,20300230,0.720117034
1,20300231,0.600695288
1,20300232,0.421619857
1,20300233,0.227422242
1,20300234,0.063666672
1,20300235,0.000182721
1,20300236,0
1,20300237,0
1,20300238,0
1,20300239,0
1,20300240,0
1,20300241,0
1,20300242,0
1,20300243,0
1,20300244,0
1,20300245,0
1,20300246,0.003991033
1,20300247,0.06295572
1,20300248,0.240239709
1,20300249,0.461333209
1,20300250,0.625061421
1,20300251,0.724638538
1,20300252,0.768737285
1,20300253,0.764844213
1,20300254,0.715277656
1,20300255,0.616169774
1,20300256,0.449758857
1,20300257,0.238943471
1,20300258,0.078931112
1,20300259,0.000196197
1,20300260,0
1,20300261,0
1,20300262,0
1,20300263,0
1,20300264,0
1,20300265,0
1,20300266,0
1,20300267,0
1,20300268,0
1,20300269,0
1,20300270,0.004472862
1,20300271,0.071821666
1,20300272,0.255406812
1,20300273,0.464059839
1,20300274,0.622709246
1,20300275,0.718054597
1,20300276,0.754977618
1,20300277,0.720671709
1,20300278,0.663602427
1,20300279,0.598816951
1,20300280,0.43367412
1,20300281,0.247997663
1,20300282,0.073645007
1,20300283,0.00056847
1,20300284,0
1,20300285,0
1,20300286,0
1,20300287,0
1,20300288,0
1,20300289,0
1,20300290,0
1,20300291,0
1,20300292,0
1,20300293,0
1,20300294,0.005006029
1,20300295,0.074095484
1,20300296,0.258130003
1,20300297,0.457540876
1,20300298,0.610398631
1,20300299,0.713696069
1,20300300,0.745126416
1,20300301,0.735075224
1,20300302,0.69623315
1,20300303,0.609504434
1,20300304,0.457739759
1,20300305,0.257182173
1,20300306,0.077830712
1,20300307,0.000286418
1,20300308,0
1,20300309,0
1,20300310,0
1,20300311,0
1,20300312,0
1,20300313,0
1,20300314,0
1,20300315,0
1,20300316,0
1,20300317,0
1,20300318,0.005138257
1,20300319,0.074449574
1,20300320,0.258167354
1,20300321,0.463383262
1,20300322,0.619798659
1,20300323,0.716873407
1,20300324,0.761810179
1,20300325,0.757563452
1,20300326,0.712956378
1,20300327,0.615651793
1,20300328,0.453984221
1,20300329,0.253892922
1,20300330,0.078124029
1,20300331,0.000369208
1,20300332,0
1,20300333,0
1,20300334,0
1,20300335,0
1,20300336,0
1,20300337,0
1,20300338,0
1,20300339,0
1,20300340,0
1,20300341,0
1,20300342,0.005958603
1,20300343,0.076310701
1,20300344,0.25750555
1,20300345,0.45885825
1,20300346,0.61514515
1,20300347,0.705537713
1,20300348,0.731638097
1,20300349,0.720714336
1,20300350,0.68003241
1,20300351,0.589762381
1,20300352,0.438389779
1,20300353,0.23577009
1,20300354,0.066930795
1,20300355,0.000386447
1,20300356,0
1,20300357,0
1,20300358,0
1,20300359,0
1,20300360,0
1,20300361,0
1,20300362,0
1,20300363,0
1,20300364,0
1,20300365,0
1,20300366,0.004917513
1,20300367,0.069200419
1,20300368,0.24102629
1,20300369,0.445261034
1,20300370,0.606697465
1,20300371,0.689613393
1,20300372,0.725401504
1,20300373,0.728862226
1,20300374,0.693736851
1,20300375,0.594792551
1,20300376,0.416804877
1,20300377,0.216265644
1,20300378,0.079151457
1,20300379,0.000595697
1,20300380,0
1,20300381,0
1,20300382,0
1,20300383,0
1,20300384,0
1,20300385,0
1,20300386,0
1,20300387,0
1,20300388,0
1,20300389,0
1,20300390,0.005953019
1,20300391,0.071531953
1,20300392,0.2355434
1,20300393,0.4093465
1,20300394,0.561477218
1,20300395,0.667949497
1,20300396,0.697035816
1,20300397,0.701957412
1,20300398,0.637226326
1,20300399,0.568114522
1,20300400,0.440025819
1,20300401,0.243073074
1,20300402,0.062125806
1,20300403,0.000474618
1,20300404,0
1,20300405,0
1,20300406,0
1,20300407,0
1,20300408,0
1,20300409,0
1,20300410,0
1,20300411,0
1,20300412,0
1,20300413,0
1,20300414,0.005305981
1,20300415,0.069479925
1,20300416,0.245860855
1,20300417,0.451509554
1,20300418,0.594715451
1,20300419,0.67106341
1,20300420,0.711333224
1,20300421,0.68251861
1,20300422,0.604713042
1,20300423,0.531730998
1,20300424,0.381342293
1,20300425,0.232009407
1,20300426,0.073846065
1,20300427,0
1,20300428,0
1,20300429,0
1,20300430,0
1,20300431,0
1,20300432,0
1,20300433,0
1,20300434,0
1,20300435,0
1,20300436,0
1,20300437,0
1,20300438,0.006509068
1,20300439,0.059164029
1,20300440,0.200330957
1,20300441,0.391580747
1,20300442,0.542783423
1,20300443,0.634189504
1,20300444,0.681763752
1,20300445,0.613566056
1,20300446,0.555614936
1,20300447,0.531846839
1,20300448,0.39303828
1,20300449,0.184305969
1,20300450,0.049954745
1,20300451,0
1,20300452,0
1,20300453,0
1,20300454,0
1,20300455,0
1,20300456,0
1,20300457,0
1,20300458,0
1,20300459,0
1,20300460,0
1,20300461,0
1,20300462,0.006022993
1,20300463,0.071233281
1,20300464,0.225940411
1,20300465,0.37806477
1,20300466,0.497718206
1,20300467,0.54572104
1,20300468,0.532692128
1,20300469,0.571686012
1,20300470,0.582314456
1,20300471,0.515479075
1,20300472,0.367838558
1,20300473,0.230946692
1,20300474,0.069012858
1,20300475,0.000513106
1,20300476,0
1,20300477,0
1,20300478,0
1,20300479,0
1,20300480,0
1,20300481,0
1,20300482,0
1,20300483,0
1,20300484,0
1,20300485,0
1,20300486,0.008271804
1,20300487,0.077588466
1,20300488,0.253166678
1,20300489,0.458350934
1,20300490,0.612835739
1,20300491,0.693425838
1,20300492,0.723301715
1,20300493,0.738137598
1,20300494,0.689065969
1,20300495,0.587079119
1,20300496,0.438063626
1,20300497,0.252694075
1,20300498,0.078326985
1,20300499,0.000517617
1,20300500,0
1,20300501,0
1,20300502,0
1,20300503,0
1,20300504,0
1,20300505,0
1,20300506,0
1,20300507,0
1,20300508,0
1,20300509,0
1,20300510,0.008519052
1,20300511,0.080339333
1,20300512,0.256064222
1,20300513,0.456677897
1,20300514,0.61034928
1,20300515,0.708397304
1,20300516,0.753405943
1,20300517,0.743491394
1,20300518,0.714091704
1,20300519,0.604023548
1,20300520,0.426762469
1,20300521,0.238695363
1,20300522,0.077400127
1,20300523,0.000115891
1,20300524,0
1,20300525,0
1,20300526,0
1,20300527,0
1,20300528,0
1,20300529,0
1,20300530,0
1,20300531,0
1,20300532,0
1,20300533,0
1,20300534,0.008985273
1,20300535,0.08410948
1,20300536,0.261516174
1,20300537,0.454557297
1,20300538,0.603577674
1,20300539,0.692153341
1,20300540,0.734040361
1,20300541,0.740085328
1,20300542,0.694431478
1,20300543,0.586995778
1,20300544,0.425321844
1,20300545,0.246710779
1,20300546,0.075150668
1,20300547,0.000835893
1,20300548,0
1,20300549,0
1,20300550,0
1,20300551,0
1,20300552,0
1,20300553,0
1,20300554,0
1,20300555,0
1,20300556,0
1,20300557,0
1,20300558,0.009343721
1,20300559,0.084360766
1,20300560,0.264049521
1,20300561,0.465029834
1,20300562,0.620705563
1,20300563,0.718658964
1,20300564,0.762497964
1,20300565,0.755749003
1,20300566,0.702348357
1,20300567,0.601669839
1,20300568,0.439369058
1,20300569,0.240749571
1,20300570,0.076586771
1,20300571,0.001087753
1,20300572,0
1,20300573,0
1,20300574,0
1,20300575,0
1,20300576,0
1,20300577,0
1,20300578,0
1,20300579,0
1,20300580,0
1,20300581,0
1,20300582,0.009772229
1,20300583,0.086393026
1,20300584,0.264391675
1,20300585,0.459904777
1,20300586,0.612400314
1,20300587,0.704908122
1,20300588,0.74637449
1,20300589,0.737416501
1,20300590,0.685752234
1,20300591,0.590984731
1,20300592,0.44053239
1,20300593,0.248672975
1,20300594,0.076285335
1,20300595,0.000891825
1,20300596,0
1,20300597,0
1,20300598,0
1,20300599,0
1,20300600,0
1,20300601,0
1,20300602,0
1,20300603,0
1,20300604,0
1,20300605,0
1,20300606,0.010012351
1,20300607,0.085337478
1,20300608,0.260108027
1,20300609,0.453369718
1,20300610,0.599955613
1,20300611,0.682384476
1,20300612,0.712076743
1,20300613,0.700404782
1,20300614,0.659287472
1,20300615,0.550467691
1,20300616,0.378522808
1,20300617,0.217708336
1,20300618,0.067802513
1,20300619,0.001005934
1,20300620,0
1,20300621,0
1,20300622,0
1,20300623,0
1,20300624,0
1,20300625,0
1,20300626,0
1,20300627,0
1,20300628,0
1,20300629,0
1,20300630,0.00878352
1,20300631,0.072264875
1,20300632,0.220653467
1,20300633,0.391041192
1,20300634,0.525248617
1,20300635,0.597098016
1,20300636,0.623573037
1,20300637,0.637586906
1,20300638,0.633384955
1,20300639,0.574332913
1,20300640,0.420421859
1,20300641,0.229275403
1,20300642,0.072831181
1,20300643,0.000949872
1,20300644,0
1,20300645,0
1,20300646,0
1,20300647,0
1,20300648,0
1,20300649,0
1,20300650,0
1,20300651,0
1,20300652,0
1,20300653,0
1,20300654,0.010725516
1,20300655,0.084696899
1,20300656,0.256521677
1,20300657,0.451329429
1,20300658,0.597363659
1,20300659,0.682453027
1,20300660,0.717717367
1,20300661,0.708582072
1,20300662,0.667224068
1,20300663,0.580750136
1,20300664,0.429233842
1,20300665,0.243513687
1,20300666,0.076420853
1,20300667,0.001031699
1,20300668,0
1,20300669,0
1,20300670,0
1,20300671,0
1,20300672,0
1,20300673,0
1,20300674,0
1,20300675,0
1,20300676,0
1,20300677,0
1,20300678,0.011078143
1,20300679,0.087568129
1,20300680,0.260393184
1,20300681,0.452115979
1,20300682,0.603730252
1,20300683,0.693854516
1,20300684,0.727535495
1,20300685,0.72265312
1,20300686,0.66261792
1,20300687,0.543161516
1,20300688,0.381135635
1,20300689,0.206196975
1,20300690,0.075673324
1,20300691,0.001650757
1,20300692,0
1,20300693,0
1,20300694,0
1,20300695,0
1,20300696,0
1,20300697,0
1,20300698,0
1,20300699,0
1,20300700,0
1,20300701,0
1,20300702,0.01128251
1,20300703,0.088367784
1,20300704,0.26145369
1,20300705,0.45315863
1,20300706,0.605295505
1,20300707,0.702021663
1,20300708,0.741462888
1,20300709,0.72894686
1,20300710,0.680490409
1,20300711,0.581322516
1,20300712,0.414755333
1,20300713,0.21363197
1,20300714,0.068937643
1,20300715,0.001496719
1,20300716,0
1,20300717,0
1,20300718,0
1,20300719,0
1,20300720,0
1,20300721,0
1,20300722,0
1,20300723,0
1,20300724,0
1,20300725,0
1,20300726,0.010335208
1,20300727,0.080481438
1,20300728,0.233776659
1,20300729,0.406227216
1,20300730,0.568283937
1,20300731,0.674939614
1,20300732,0.71014437
1,20300733,0.721074077
1,20300734,0.659853197
1,20300735,0.520379429
1,20300736,0.365862781
1,20300737,0.211766124
1,20300738,0.06648968
1,20300739,0.001265526
1,20300740,0
1,20300741,0
1,20300742,0
1,20300743,0
1,20300744,0
1,20300745,0
1,20300746,0
1,20300747,0
1,20300748,0
1,20300749,0
1,20300750,0.012100475
1,20300751,0.084924066
1,20300752,0.247500228
1,20300753,0.428868458
1,20300754,0.578078845
1,20300755,0.68410686
1,20300756,0.691610338
1,20300757,0.671276634
1,20300758,0.648437063
1,20300759,0.544721525
1,20300760,0.397831226
1,20300761,0.206704692
1,20300762,0.062071076
1,20300763,0.001658402
1,20300764,0
1,20300765,0
1,20300766,0
1,20300767,0
1,20300768,0
1,20300769,0
1,20300770,0
1,20300771,0
1,20300772,0
1,20300773,0
1,20300774,0.011859373
1,20300775,0.082399185
1,20300776,0.243167533
1,20300777,0.411948919
1,20300778,0.541257126
1,20300779,0.634488642
1,20300780,0.631018581
1,20300781,0.627882524
1,20300782,0.559103383
1,20300783,0.455177539
1,20300784,0.353333903
1,20300785,0.206426642
1,20300786,0.073133124
1,20300787,0.002154424
1,20300788,0
1,20300789,0
1,20300790,0
1,20300791,0
1,20300792,0
1,20300793,0
1,20300794,0
1,20300795,0
1,20300796,0
1,20300797,0
1,20300798,0.009457493
1,20300799,0.073280609
1,20300800,0.198770829
1,20300801,0.342355947
1,20300802,0.527517186
1,20300803,0.677398042
1,20300804,0.732533404
1,20300805,0.732525038
1,20300806,0.686779673
1,20300807,0.583614236
1,20300808,0.422928366
1,20300809,0.2254912
1,20300810,0.068469893
1,20300811,0.001984361
1,20300812,0
1,20300813,0
1,20300814,0
1,20300815,0
1,20300816,0
1,20300817,0
1,20300818,0
1,20300819,0
1,20300820,0
1,20300821,0
1,20300822,0.009336366
1,20300823,0.06997177
1,20300824,0.210388403
1,20300825,0.395161465
1,20300826,0.575709196
1,20300827,0.686952544
1,20300828,0.716683835
1,20300829,0.687456898
1,20300830,0.621667313
1,20300831,0.509308341
1,20300832,0.369938823
1,20300833,0.224751331
1,20300834,0.067181705
1,20300835,0.002020076
1,20300836,0
1,20300837,0
1,20300838,0
1,20300839,0
1,20300840,0
1,20300841,0
1,20300842,0
1,20300843,0
1,20300844,0
1,20300845,0
1,20300846,0.013746935
1,20300847,0.091989241
1,20300848,0.25834622
1,20300849,0.445241812
1,20300850,0.593625827
1,20300851,0.684943205
1,20300852,0.724193886
1,20300853,0.696630489
1,20300854,0.61657613
1,20300855,0.534409838
1,20300856,0.392113289
1,20300857,0.228914293
1,20300858,0.067406852
1,20300859,0.002299241
1,20300860,0
1,20300861,0
1,20300862,0
1,20300863,0
1,20300864,0
1,20300865,0
1,20300866,0
1,20300867,0
1,20300868,0
1,20300869,0
1,20300870,0.013691816
1,20300871,0.091970194
1,20300872,0.256788318
1,20300873,0.440073792
1,20300874,0.587749511
1,20300875,0.682169603
1,20300876,0.720985306
1,20300877,0.69252711
1,20300878,0.606657185
1,20300879,0.505308748
1,20300880,0.361905571
1,20300881,0.193092917
1,20300882,0.065230612
1,20300883,0.00250494
1,20300884,0
1,20300885,0
1,20300886,0
1,20300887,0
1,20300888,0
1,20300889,0
1,20300890,0
1,20300891,0
1,20300892,0
1,20300893,0
1,20300894,0.013939706
1,20300895,0.090376076
1,20300896,0.254287823
1,20300897,0.431822233
1,20300898,0.571445025
1,20300899,0.683178712
1,20300900,0.727419993
1,20300901,0.720106713
1,20300902,0.645609405
1,20300903,0.520273692
1,20300904,0.366169546
1,20300905,0.177527577
1,20300906,0.06114182
1,20300907,0.002460542
1,20300908,0
1,20300909,0
1,20300910,0
1,20300911,0
1,20300912,0
1,20300913,0
1,20300914,0
